,loss,mae,mse,val_loss,val_mae,val_mse
0,5.717060588013168,0.17559297382831573,0.14065568149089813,5.441517977153554,0.18921762704849243,0.1471371203660965
1,6.647414941916969,0.18433961272239685,0.14176402986049652,7.34651334846721,0.19845975935459137,0.15173670649528503
2,6.295515453526957,0.18961729109287262,0.13771124184131622,9.17125046732994,0.19510997831821442,0.1495555341243744
3,6.501339273092707,0.19709987938404083,0.14130020141601562,5.911986150977781,0.1986093372106552,0.14761224389076233
4,8.444302804657012,0.20748065412044525,0.15563932061195374,5.984541686326726,0.20513395965099335,0.15202271938323975
5,8.59652115802451,0.2138049304485321,0.16242901980876923,11.28852952154059,0.20275123417377472,0.1492520570755005
6,8.247628755375585,0.2225041687488556,0.1652342975139618,9.362402667940216,0.20620673894882202,0.15520912408828735
7,7.449237491962178,0.2215370535850525,0.1581239551305771,7.678186343550313,0.2097359299659729,0.15781176090240479
8,5.862684020783756,0.2206258624792099,0.1417982578277588,8.262998270176512,0.21335448324680328,0.15435738861560822
9,6.581984838973172,0.22891034185886383,0.14636673033237457,7.418839728500083,0.22333519160747528,0.16020147502422333
10,6.506510462396258,0.23269641399383545,0.15431392192840576,7.040350203912694,0.22645394504070282,0.1606038510799408
