,loss,mae,mse,val_loss,val_mae,val_mse
0,0.4842700986236709,0.5190945267677307,0.48427021503448486,0.3745647740345621,0.41530993580818176,0.3745648264884949
1,0.37789504167994364,0.38888129591941833,0.37789520621299744,0.3610145910743958,0.3954756557941437,0.36101460456848145
2,0.3609445142376688,0.3746384084224701,0.36094459891319275,0.3522414889982426,0.3686184585094452,0.35224151611328125
3,0.3535434987688111,0.36425790190696716,0.3535435199737549,0.3383289193705693,0.3444821238517761,0.33832889795303345
4,0.3504556229938496,0.3583240211009979,0.35045570135116577,0.3277022015914644,0.34579482674598694,0.32770222425460815
5,0.34859550009334656,0.35776445269584656,0.34859558939933777,0.33615650234299915,0.3395509719848633,0.3361565172672272
6,0.34773023485675786,0.353739857673645,0.34773018956184387,0.34020077807384747,0.34494149684906006,0.3402007520198822
7,0.3461995643256133,0.3518500030040741,0.346199631690979,0.33676355796932433,0.3413220942020416,0.33676356077194214
8,0.3454297042279599,0.35157331824302673,0.34542974829673767,0.3314500751879193,0.34166011214256287,0.33145007491111755
9,0.3443442158119722,0.34917059540748596,0.3443440794944763,0.3355600306585477,0.34691575169563293,0.3355600833892822
10,0.34366866291319415,0.3486531674861908,0.34366875886917114,0.3332270859587857,0.34426864981651306,0.3332270681858063
11,0.3427446934918351,0.3486352562904358,0.34274470806121826,0.33109652129904404,0.34192007780075073,0.3310965299606323
12,0.3420227837585641,0.34645405411720276,0.3420228660106659,0.332409190377307,0.34534651041030884,0.33240917325019836
13,0.34193125462370483,0.34502294659614563,0.34193119406700134,0.33435750718087237,0.3488573133945465,0.33435747027397156
14,0.34156726962829953,0.3468579649925232,0.34156718850135803,0.3231343670802958,0.3349250555038452,0.32313433289527893
15,0.34014257937237,0.34282350540161133,0.34014254808425903,0.3224705626767117,0.335208922624588,0.3224705457687378
16,0.34029254786100416,0.3428064286708832,0.34029263257980347,0.3224097841733565,0.33481714129447937,0.3224097490310669
17,0.3397902045885799,0.3432404398918152,0.3397902846336365,0.32414437504052745,0.33341655135154724,0.3241443634033203
18,0.3395167579811286,0.3424670696258545,0.33951663970947266,0.31930345964643975,0.3233368396759033,0.3193034827709198
19,0.3389553525498622,0.3399272859096527,0.33895543217658997,0.32836617870781076,0.3318828046321869,0.3283662497997284
20,0.3387337546842488,0.34117573499679565,0.3387337327003479,0.32264055212492543,0.33029797673225403,0.322640597820282
21,0.3383292965194263,0.3399823307991028,0.3383292853832245,0.32138797868008584,0.32324981689453125,0.32138797640800476
22,0.3378070736554562,0.33937719464302063,0.3378069996833801,0.31839734498100014,0.3230532109737396,0.3183973431587219
23,0.33754894518205986,0.33784809708595276,0.3375488221645355,0.32217610675853103,0.3273717164993286,0.322176069021225
24,0.3374942105050701,0.3383932411670685,0.3374941349029541,0.32213190879568965,0.3232426941394806,0.3221319317817688
25,0.3367045751528495,0.337006539106369,0.3367045521736145,0.3249529208122946,0.32416588068008423,0.3249529302120209
26,0.33581552392688635,0.33775386214256287,0.3358154296875,0.3244355390361588,0.32519057393074036,0.3244355320930481
27,0.33515490347741306,0.3352007567882538,0.33515486121177673,0.3234376523978201,0.3181307017803192,0.3234376907348633
28,0.3349260533334902,0.33558252453804016,0.334926038980484,0.3209005692518163,0.3203384578227997,0.320900559425354
29,0.33476919788301046,0.3347035050392151,0.3347691595554352,0.32567927144444764,0.3234529197216034,0.325679212808609
30,0.3339928532991151,0.33425647020339966,0.3339928686618805,0.3255008480081986,0.3203970193862915,0.32550084590911865
31,0.33416052785812944,0.3341033160686493,0.33416053652763367,0.323060639663931,0.32033640146255493,0.3230606019496918
32,0.3336282193314533,0.3332294821739197,0.33362823724746704,0.32829443065466896,0.32273393869400024,0.32829445600509644
33,0.3328643714268002,0.33311325311660767,0.33286434412002563,0.32335259501271574,0.32006001472473145,0.323352575302124
34,0.3315323821890158,0.33016157150268555,0.33153238892555237,0.32694906002089336,0.32068178057670593,0.32694903016090393
35,0.33213871364037273,0.33174648880958557,0.33213871717453003,0.326608853777957,0.31742146611213684,0.3266088366508484
36,0.33267459667144417,0.3323134779930115,0.33267462253570557,0.32619783582148537,0.31490710377693176,0.3261978030204773
37,0.3316355656331183,0.33047017455101013,0.33163559436798096,0.3244194531519162,0.3156166076660156,0.32441940903663635
38,0.3306739653703204,0.330706924200058,0.3306739032268524,0.3215411234612435,0.3144863247871399,0.3215411305427551
