,categorical_crossentropy,loss,mae,mse,val_categorical_crossentropy,val_loss,val_mae,val_mse
0,1.324677586555481,1.3246775589096886,0.1960868537425995,0.09701166301965714,1.2682158946990967,1.2682159605164032,0.2005661278963089,0.09333185106515884
1,1.2298805713653564,1.229880834158661,0.18737958371639252,0.09208519756793976,1.2327913045883179,1.2327915790526367,0.19711031019687653,0.09124448895454407
2,1.1976714134216309,1.1976713643556254,0.18331079185009003,0.08994552493095398,1.216835379600525,1.2168351057513211,0.19531135261058807,0.08975682407617569
3,1.1805646419525146,1.1805649659200483,0.18101105093955994,0.08900244534015656,1.192430019378662,1.1924300070763618,0.1921839714050293,0.08797230571508408
4,1.1706337928771973,1.170634083184396,0.17999260127544403,0.08851981163024902,1.1818864345550537,1.1818864281578576,0.19052135944366455,0.087565116584301
5,1.160936951637268,1.1609365019974494,0.17784221470355988,0.08790773898363113,1.193375587463379,1.1933756093614734,0.19128300249576569,0.08797125518321991
6,1.1543079614639282,1.1543078553389068,0.177315354347229,0.08756696432828903,1.1905488967895508,1.1905489183185762,0.19038759171962738,0.08778299391269684
7,1.1491917371749878,1.149191913285016,0.17663928866386414,0.087239108979702,1.1784329414367676,1.1784325759354268,0.18753108382225037,0.08699584007263184
8,1.1442621946334839,1.1442623222578572,0.17596077919006348,0.08700070530176163,1.1933947801589966,1.1933948150975293,0.1887109875679016,0.08772870898246765
9,1.1402945518493652,1.140294776022975,0.17548443377017975,0.08684035390615463,1.2092804908752441,1.2092803725271155,0.19004301726818085,0.08863139897584915
10,1.1377440690994263,1.1377439505760056,0.17518004775047302,0.0867137461900711,1.2276233434677124,1.2276231764024748,0.19041524827480316,0.09000611305236816
11,1.135161280632019,1.1351616250964809,0.17470085620880127,0.08662944287061691,1.2259529829025269,1.2259528068566101,0.19034606218338013,0.08976388722658157
12,1.1325218677520752,1.1325218765628524,0.17483465373516083,0.08649507164955139,1.2339286804199219,1.2339288511758495,0.18989282846450806,0.09017498046159744
13,1.1310644149780273,1.1310644588208774,0.1742009073495865,0.0864279717206955,1.2517218589782715,1.25172192159698,0.19224466383457184,0.09157757461071014
14,1.1289678812026978,1.1289677890324703,0.17421823740005493,0.08634644746780396,1.2442491054534912,1.2442493663852798,0.19129270315170288,0.09133455157279968
15,1.1274292469024658,1.1274290793921784,0.17352399230003357,0.08625948429107666,1.2734612226486206,1.2734610831405355,0.19226950407028198,0.09301526844501495
16,1.1252658367156982,1.125265639185457,0.17326819896697998,0.08614293485879898,1.2900407314300537,1.2900405221679263,0.1947919726371765,0.09446719288825989
17,1.1251482963562012,1.1251480614461054,0.1738160401582718,0.08620010316371918,1.2930266857147217,1.293026285151825,0.19410927593708038,0.09479523450136185
18,1.1233488321304321,1.1233488160125131,0.17305432260036469,0.086072638630867,1.3112760782241821,1.3112757245330495,0.19506345689296722,0.09591448307037354
19,1.1231039762496948,1.123104007298452,0.1730218380689621,0.08608082681894302,1.3363375663757324,1.3363374146883702,0.19627051055431366,0.09762410074472427
20,1.121652603149414,1.1216529361915208,0.17308638989925385,0.08604613691568375,1.3384983539581299,1.3384984823941446,0.19725006818771362,0.09828507900238037
21,1.1202243566513062,1.1202241763864953,0.17297226190567017,0.0859336405992508,1.3384058475494385,1.3384063118382503,0.19726651906967163,0.09872535616159439
22,1.1196503639221191,1.119650509853916,0.1728200912475586,0.08591043949127197,1.3482837677001953,1.3482838875246,0.19768646359443665,0.09934412688016891
23,1.1188468933105469,1.1188472120417354,0.1726449429988861,0.08588653057813644,1.3601620197296143,1.3601620683237003,0.19846400618553162,0.10036569833755493
24,1.1176601648330688,1.1176597551187337,0.17245222628116608,0.08577043563127518,1.3796756267547607,1.3796753377737276,0.19968177378177643,0.1016315370798111
25,1.1178861856460571,1.1178858919095138,0.17267155647277832,0.0858447402715683,1.3821511268615723,1.382151436756516,0.1992732435464859,0.10205578804016113
26,1.1168445348739624,1.1168448791537673,0.17192959785461426,0.08577977865934372,1.4221197366714478,1.4221197760388087,0.20260858535766602,0.10537482053041458
27,1.1170512437820435,1.1170513882629638,0.17262935638427734,0.08574739098548889,1.4231736660003662,1.4231736370899606,0.20286284387111664,0.10568959265947342
